Gene,baseMean,log2_FoldChange,FC,lfcSE,stat,pvalue,padj,minus_log10_pvalue
Mmp2,186.7176662,-0.777176806,0.583507536,0.203924789,-3.811095315,0.000138352,0.005750863,3.859014558
Mmp23,39.45019632,-0.766106255,0.588002317,0.291277808,-2.630156619,0.008534554,0.109390765,2.068819169
Mmp7,70.72259305,-0.895209909,0.53766896,0.277122469,-3.230376489,0.001236273,0.02947943,2.907885616
Mms22l,24.35011783,-0.476072381,0.718932196,0.296204963,-1.607239718,0.108001792,0.475209492,0.966569039
Mndal,161.3170353,0.427621499,1.345014289,0.184900775,2.31270799,0.020738699,0.190256321,1.683218492
Mob3a,124.7346275,-0.489119607,0.712459738,0.230408498,-2.122836666,0.033767541,0.258576331,1.471500564
Mocos,672.3544826,0.426897729,1.344339692,0.183102948,2.331462887,0.019728965,0.184711167,1.704895698
Mocs3,110.5515515,0.403840901,1.32302553,0.232080022,1.740093342,0.081842629,0.416904429,1.087020428
Mogat1,10.99144466,0.849648253,1.802061507,0.290410431,2.925680902,0.003437033,0.05973946,2.463816298
Mon2,1069.618109,0.260109687,1.197569752,0.165330009,1.57327571,0.115654991,0.490649382,0.936835621
Mpeg1,5713.61981,-0.570741294,0.673270756,0.196349748,-2.906758478,0.00365195,0.061807082,2.437475177
Mpp1,658.7647671,-0.569403207,0.673895498,0.163916052,-3.473748901,0.000513241,0.01548338,3.289678658
Mpp6,1016.238506,-0.294058454,0.815604446,0.167659091,-1.753907004,0.079446443,0.410018718,1.099925542
Mpst,922.8652044,0.300398276,1.231484335,0.170710231,1.759696966,0.078459201,0.40683375,1.105356119
Mpv17l,146.7196629,0.613588395,1.530060177,0.201096487,3.051213889,0.002279182,0.045092458,2.642220994
Mrc2,166.2838157,-1.052725755,0.48205653,0.26458691,-3.978752223,6.93E-05,0.003348694,4.159266765
Mreg,657.9976485,0.550607725,1.464702562,0.210116497,2.62048784,0.008780406,0.110937389,2.056485402
Mrgpre,52.09785101,-2.144443149,0.226182129,0.275296412,-7.789578986,6.72E-15,9.53E-12,14.17263073
Mroh1,830.6417637,-0.336304709,0.792067502,0.177217021,-1.897699825,0.057735636,0.345250444,1.238556046
Mrpl39,294.9503393,0.258864539,1.19653661,0.163299899,1.585209421,0.112918761,0.485007171,0.947233896
Mrpl52,420.3808881,-0.266789036,0.831167394,0.151229384,-1.764134909,0.077709268,0.405303778,1.109527182
Mrpl54,398.4069183,-0.337990669,0.791142418,0.159678209,-2.116698769,0.034285421,0.260047363,1.464890513
Mrps31,383.5099812,0.417259603,1.335388576,0.165042857,2.528189403,0.011465248,0.131040629,1.940616547
Mrrf,230.8482473,0.33073138,1.257650784,0.170637844,1.938206511,0.052598033,0.328860115,1.279030497
Ms4a6c,183.8759655,-0.444976138,0.734596467,0.224727648,-1.980068507,0.047695831,0.31196643,1.32151958
Ms4a6d,111.3400098,-0.450261903,0.731909967,0.253761938,-1.77434767,0.07600566,0.400706221,1.119154065
Ms4a7,116.1248237,-1.000810719,0.499719105,0.234038869,-4.276258564,1.90E-05,0.00128326,4.721246399
Msn,1152.584398,-0.360827775,0.778717647,0.179452537,-2.010714262,0.044355647,0.300993639,1.353051081
Msra,1951.221833,0.235933399,1.177668422,0.135446655,1.741891662,0.081527403,0.416430171,1.088696392
Mst1r,19.56981132,-0.633766801,0.644491483,0.298811127,-2.120961178,0.03392507,0.25868793,1.469479248
Mt1,13088.18732,0.570965843,1.48551775,0.222311017,2.568320061,0.010219275,0.123295179,1.990579914
Mt2,7640.023644,0.439177159,1.355830809,0.245308829,1.790303104,0.073405198,0.394637766,1.134273186
Mtcl1,18.20013868,-0.653420324,0.635771247,0.299611988,-2.180888447,0.029191668,0.23666765,1.534741089
Mterf3,178.0490191,0.406112322,1.325110181,0.237179554,1.712256878,0.08684934,0.427805636,1.061233478
Mtfr1,695.6889584,0.379572648,1.300956432,0.16247784,2.336150258,0.019483412,0.183434108,1.710334986
Mthfd1,2731.343042,0.456980097,1.372665495,0.192453371,2.374497759,0.017572843,0.172686689,1.755157971
Mthfd2,22.98878244,-0.642520455,0.640592825,0.29722906,-2.161701336,0.030641205,0.243166923,1.51369416
Mthfr,278.5945897,0.39067728,1.311008718,0.200346436,1.950008631,0.05117509,0.323488601,1.290941385
Mtmr11,128.588317,-1.063455616,0.478484595,0.218267427,-4.872259822,1.10E-06,0.000132821,5.958607315
Mtmr7,19.34996466,-0.521509948,0.696642334,0.297576017,-1.752526814,0.079683263,0.410677756,1.09863289
Mtnr1a,65.46998638,-0.441671864,0.736280876,0.26124422,-1.69064741,0.090904164,0.439071929,1.041416223
Mtrf1,77.38418056,0.437011525,1.353797093,0.230932407,1.892378515,0.058440567,0.347835854,1.233285579
Mtss1,1452.660254,0.339206846,1.265060907,0.197429398,1.718117207,0.085775239,0.426123415,1.066638063
Mttp,5315.425573,0.402094242,1.321424723,0.145060009,2.771916559,0.005572732,0.081462962,2.253931842
Mtus1,2499.25351,0.29093571,1.223433521,0.144599133,2.012015599,0.044218293,0.300943804,1.354398027
Mtus2,22.97785198,-0.590149312,0.664274154,0.287934179,-2.049597979,0.040403678,0.285804508,1.393579099
Mtx3,254.3622614,0.458850032,1.374445814,0.237022072,1.935895793,0.052880465,0.330302308,1.276704735
Muc1,47.08818958,-0.929792681,0.524933771,0.277379478,-3.352060101,0.000802126,0.021750664,3.095757406
Mup3,5604.967363,0.451694295,1.367645471,0.252248865,1.790669283,0.073346382,0.394592402,1.134621304
Mustn1,180.7796186,-0.69607202,0.617250489,0.192637956,-3.613369016,0.000302244,0.010396056,3.519642312
Mut,1826.899938,0.427592994,1.344987714,0.146653153,2.915675416,0.003549195,0.060846179,2.449870139
Mvb12b,155.1747317,-0.544204335,0.685769509,0.236808525,-2.298077466,0.021557381,0.195379071,1.666404003
Mvd,33.29566917,-0.540757736,0.687409771,0.282413682,-1.914771734,0.055521621,0.337127452,1.255537863
Mvk,70.2850718,-0.390445436,0.762894022,0.24680633,-1.581991173,0.113651586,0.485865288,0.944424499
Mvp,1264.907215,-0.545365794,0.685217644,0.145061465,-3.759549756,0.000170219,0.00674587,3.768991965
Mx1,64.82284038,0.545640545,1.459668281,0.257220631,2.121293856,0.033897081,0.25868793,1.469837699
Mx2,72.09434106,0.718675223,1.645670178,0.262909695,2.733544012,0.006265675,0.088349478,2.203032136
Mxd3,11.40463548,-0.464352602,0.724796251,0.279948148,-1.658709323,0.09717438,0.452753338,1.012448222
Mxra7,62.29057904,-0.437210246,0.738561392,0.270485372,-1.616391463,0.106009703,0.471684037,0.974654382
Mxra8,275.8107666,-0.421348728,0.746726208,0.210978762,-1.997114421,0.045812755,0.306242306,1.339013591
Myh9,3668.546346,-0.369260615,0.774179164,0.176325669,-2.094196587,0.036242472,0.268317715,1.440782188
Myl12a,1250.845343,-0.298287025,0.813217392,0.167954035,-1.776003926,0.07573227,0.400671434,1.120719025
Myl12b,1553.705583,-0.433411006,0.740508907,0.154313403,-2.808641357,0.004975104,0.075941743,2.303197836
Myl6,1371.765768,-0.370288983,0.773627518,0.187373076,-1.976212332,0.048130734,0.313046021,1.317577515
Mynn,148.1193905,0.315919365,1.244804659,0.193429168,1.633256086,0.102415149,0.46426988,0.989635799
Myo1b,2501.215743,0.421504329,1.339323368,0.145388682,2.899155035,0.003741698,0.062730376,2.426931268
Myo1c,1411.882408,-0.287049867,0.819576278,0.183079062,-1.567901126,0.116904209,0.492576907,0.932169852
Myo1f,327.7421444,-0.932559768,0.523927913,0.218471087,-4.268572922,1.97E-05,0.001310323,4.705533774
Myo1g,133.5980728,-0.478221529,0.717862017,0.201615602,-2.371947029,0.017694627,0.173141456,1.752158588
Myo5a,312.2216553,-1.427185412,0.371855647,0.218707529,-6.525543119,6.78E-11,3.33E-08,10.16877031
Myo5c,12.77658729,-0.828955052,0.562936831,0.298268058,-2.779228383,0.00544882,0.080106444,2.263697539
Myo7a,503.5140184,-0.286534137,0.81986931,0.155452094,-1.843231115,0.065295274,0.372477867,1.185118251
Myo9b,856.2768996,-0.307849764,0.807844899,0.16765426,-1.836217963,0.066325427,0.375500787,1.178319945
Myof,362.6652723,-0.664294917,0.630997014,0.214234041,-3.100790674,0.001930047,0.039997586,2.714432115
Myom3,121.8369573,-0.77946863,0.582581329,0.264631223,-2.945490036,0.003224435,0.057363488,2.491546373
Mypop,16.28295554,-0.618875879,0.651178116,0.299598182,-2.065686361,0.038858104,0.279519878,1.410518394
Myrf,711.1614146,-0.299598649,0.812478393,0.172011941,-1.741731691,0.081555404,0.416430171,1.088547257
N4bp2,151.5248737,0.645072091,1.563817428,0.207520478,3.108474387,0.001880559,0.039245855,2.725713037
N4bp2l2,528.5121272,0.263500102,1.200387418,0.164764698,1.599250962,0.109764851,0.478220984,0.959536708
N6amt2,67.29655373,-0.547499267,0.684205086,0.236082292,-2.319103493,0.020389425,0.188816733,1.690595022
Naa35,391.2193952,0.309191315,1.239012992,0.16917947,1.827593588,0.067610569,0.378914794,1.169985409
Nab2,241.1556419,-0.335102257,0.792727947,0.178467859,-1.877661661,0.060427465,0.355844428,1.218765625
Nacc1,640.019197,-0.300009082,0.812247283,0.169683571,-1.76805026,0.077052502,0.403143491,1.113213255
Nadk,2782.366793,0.262090967,1.199215526,0.1456561,1.799382025,0.071958271,0.391248188,1.14291928
Nadk2,1106.885038,0.363749353,1.286765671,0.146348325,2.485504039,0.012936812,0.141220408,1.888172733
Nadsyn1,391.2330197,0.383801012,1.30477497,0.206325059,1.860176432,0.062860568,0.364123337,1.201621699
Nagk,387.5141202,-0.325134841,0.798223777,0.157645179,-2.062447089,0.03916519,0.280350961,1.407099762
Naglu,663.064796,-0.60752367,0.656322287,0.17945997,-3.385287933,0.000711036,0.019889242,3.14810841
Naip1,31.03304057,0.859627032,1.814569145,0.288983036,2.974662613,0.002933109,0.053859246,2.532671797
Naip2,182.1519527,-0.511194258,0.701641381,0.204555792,-2.499045634,0.012452827,0.137584875,1.904732045
Naip5,112.2820359,0.345144776,1.27027845,0.203042229,1.699866953,0.089155954,0.433581986,1.049849649
Nans,156.1717293,-0.437866816,0.73822535,0.24339686,-1.798983009,0.072021368,0.391333785,1.142538634
Napsa,62.22094154,-1.036593336,0.487477205,0.247185903,-4.193577883,2.75E-05,0.001704683,4.560667306
Narf,538.6188948,0.593902557,1.509324022,0.156638332,3.791553117,0.000149708,0.006064842,3.824754991
Nars2,135.1321866,0.339715583,1.265507084,0.211153697,1.608854532,0.107648153,0.474671073,0.967993417
Nat1,12.28093423,0.749894784,1.681670182,0.298829693,2.509438662,0.012092321,0.134768659,1.917490333
Nat6,1064.194607,0.411258607,1.329845465,0.18909299,2.174901393,0.029637507,0.238028918,1.52815833
Nat8l,13.87882337,-0.843590625,0.557254928,0.299429627,-2.817325171,0.004842547,0.074184565,2.314926155
Natd1,167.0047714,-0.389394516,0.763449949,0.215928756,-1.803347192,0.071333705,0.388846397,1.146705219
Nav1,243.1713965,-0.309187391,0.807096234,0.179436604,-1.723100995,0.084870263,0.424218342,1.071244452
Nbn,242.6422345,0.305329139,1.23570052,0.179796035,1.698197293,0.089470531,0.434449562,1.048319985
Ncald,315.9700614,0.382401144,1.303509542,0.178494247,2.142372376,0.032163529,0.250410111,1.492636306
Ncam1,19.250013,-0.758302301,0.59119161,0.299355419,-2.533116996,0.011305321,0.129836184,1.946717102
Ncapd2,139.6017813,-0.448469685,0.732819763,0.274924734,-1.631245315,0.102838567,0.465527831,0.987843984
Ncf1,130.6054228,-0.398393137,0.75870285,0.243092241,-1.638855833,0.101243288,0.460712474,0.994633759
Ncf2,264.7478453,-0.761157803,0.590022631,0.203286908,-3.744253922,0.000180931,0.007039193,3.742487016
Ncf4,92.9905947,-0.673449754,0.627005605,0.219451324,-3.068788756,0.002149285,0.043260295,2.667705992
Nck2,71.60718526,-0.480627418,0.716665883,0.246229695,-1.951947422,0.050944447,0.323153726,1.292903148
Nckap1l,564.5891354,-0.460476249,0.726746313,0.181550538,-2.536352985,0.011201376,0.129514325,1.950728624
Nckap5l,75.40655329,-0.757907584,0.59135338,0.236457878,-3.205254098,0.001349433,0.031596539,2.869848674
Ncoa2,738.482157,0.373670949,1.29564542,0.144588847,2.584369111,0.009755733,0.119589725,2.010740094
Ndfip1,1438.432602,0.266181193,1.20262028,0.130848111,2.034276159,0.04192376,0.292570433,1.377539774
Ndrg1,328.3140995,-0.457797678,0.728096875,0.17402049,-2.630711351,0.008520637,0.109388179,2.069527936
Ndrg2,14003.51563,0.629049664,1.546545913,0.182206663,3.4523966,0.00055563,0.016451043,3.255214314
Ndufa4l2,28.21552478,-0.63029291,0.646045236,0.2831274,-2.226181253,0.026002043,0.22037544,1.584992528
Ndufa9,1367.049239,0.269508732,1.205397294,0.137763027,1.956321207,0.050427328,0.322202283,1.297334043
Ndufaf1,261.7744252,0.377782206,1.299342895,0.186919658,2.021094034,0.043270032,0.297665163,1.363812784
Ndufb5,1097.27669,0.287675057,1.220671545,0.153653446,1.872233023,0.061174372,0.35841732,1.21343048
Ndufb9,2203.454033,0.285444766,1.218785943,0.139026437,2.053168972,0.040056193,0.284292032,1.397330329
Ndufs1,1421.366473,0.37120307,1.293430979,0.134064081,2.768848067,0.005625486,0.081668747,2.249839952
Neb,55.77543337,0.685431824,1.608183267,0.275420291,2.488675839,0.012821981,0.140447472,1.892044871
Necab1,287.7267593,0.388075623,1.308646666,0.204404347,1.898568342,0.057621254,0.345213735,1.239417294
Necap2,276.9316506,-0.37891774,0.769014262,0.197877137,-1.914914199,0.055503447,0.337127452,1.255680045
Nedd4l,788.4568646,0.355196667,1.279159943,0.214009228,1.65972594,0.096969598,0.452111453,1.013364405
Nenf,181.2384055,-0.502884851,0.705694244,0.201313535,-2.498018083,0.012488982,0.137745811,1.90347296
Neu1,753.1300402,-0.372103527,0.772655102,0.159669416,-2.330462126,0.01978174,0.184850138,1.703735511
Neurl3,228.8897849,-0.334982378,0.79279382,0.198840849,-1.684675863,0.092051126,0.441437211,1.035970895
Nfatc4,19.93272579,-0.527651304,0.693683126,0.294537014,-1.791460082,0.073219495,0.394135561,1.135373271
Nfkb2,202.1779878,-0.383698058,0.766470378,0.192570137,-1.992510698,0.046315053,0.308212763,1.334277835
Nfkbie,93.0466198,-0.680981783,0.623740662,0.218503758,-3.116567828,0.001829696,0.038849831,2.737621061
Ngf,71.48924545,-0.554213183,0.681028376,0.241047876,-2.299183019,0.021494549,0.194948073,1.667671663
Ngfrap1,48.31417111,-0.757151798,0.591663254,0.272183006,-2.781774694,0.005406256,0.079578821,2.267103393
Ngly1,438.1031483,0.257423628,1.19534215,0.149380279,1.723277193,0.08483841,0.424218342,1.071407479
Ngp,23.12241381,0.591586997,1.506903464,0.296918695,1.992420843,0.046324902,0.308212763,1.334185491
Nhp2,385.821585,-0.363395661,0.777332822,0.16927024,-2.14683728,0.031806238,0.248700617,1.497487696
Nid1,1647.892792,-0.792149072,0.577483218,0.223366246,-3.546413504,0.000390513,0.012643408,3.408364504
Nisch,2309.02811,0.322863654,1.250810863,0.193833171,1.665678022,0.095777562,0.448883919,1.018736222
Nkain1,10.47994804,-0.526827427,0.694079379,0.298022268,-1.767745178,0.077103514,0.403245056,1.112925828
Nlgn2,100.608699,-0.398788236,0.758495099,0.214168274,-1.862032262,0.062598543,0.362935032,1.203435775
Nln,504.7350167,-0.304673278,0.809625549,0.172087224,-1.770458439,0.076650802,0.402407912,1.115483297
Nme1,672.1215468,-0.417198623,0.748877358,0.179630754,-2.322534503,0.020204173,0.187793641,1.694558921
Nme2,1878.388697,-0.339637658,0.790239761,0.140861602,-2.411144366,0.015902552,0.162473729,1.798533176
Nnmt,1138.399438,1.447944939,2.728191545,0.21680436,6.678578506,2.41E-11,1.47E-08,10.61798296
Nnt,1532.997926,0.326913208,1.254326743,0.203483992,1.60657949,0.108146645,0.475209492,0.965986949
Nol12,137.7588131,-0.338386926,0.790925149,0.209853531,-1.612490982,0.106855141,0.472798318,0.971204578
Nol3,42.58404553,-0.858211265,0.551636084,0.268725113,-3.193639981,0.001404912,0.032316231,2.852350878
Nos3,81.71773951,0.36033875,1.283727286,0.229953474,1.567007203,0.117113008,0.493064696,0.931394864
Nosip,297.468611,-0.359956113,0.779188282,0.188169893,-1.912931486,0.055756824,0.337474034,1.253701972
Notum,565.5126736,0.545016424,1.459036954,0.186527337,2.921911785,0.003478901,0.060154811,2.45855793
Npc2,2230.951063,-0.445191803,0.734486662,0.177209222,-2.512238343,0.011996803,0.134290533,1.920934473
Npdc1,156.636478,-1.11599795,0.461371902,0.212573653,-5.249935408,1.52E-07,2.86E-05,6.818156412
Nphp1,142.3291829,-0.375239604,0.770977358,0.210031566,-1.786586704,0.074004312,0.396113673,1.130742975
Npl,33.88331155,-0.496107203,0.709017331,0.290606195,-1.707145998,0.087794919,0.429417772,1.056530618
Npnt,111.8332276,0.444483312,1.360826661,0.280166036,1.586499627,0.112626017,0.484728701,0.948361274
Npr1,257.6116279,0.55550967,1.469687747,0.206806113,2.686137566,0.007228332,0.097816274,2.140961908
Npr2,599.7565079,0.822619447,1.768614285,0.194144039,4.237160473,2.26E-05,0.001480694,4.645891561
Nqo1,277.7142191,-0.909695903,0.532297279,0.179091209,-5.079511749,3.78E-07,5.68E-05,6.4225082
Nr1h3,618.3599543,0.533159557,1.447094921,0.166946102,3.193602914,0.001405092,0.032316231,2.852295239
Nr1h4,1377.467856,0.397891594,1.317580943,0.217131229,1.832493628,0.06687791,0.376861121,1.174717307
Nr1i2,1610.126663,0.402474425,1.321772994,0.139335445,2.888528646,0.003870488,0.064311581,2.412234275
Nr1i3,1936.520957,0.408659844,1.327452137,0.193484099,2.112110738,0.034676952,0.261686923,1.459959083
Nradd,15.208476,-0.578289863,0.669757222,0.299104883,-1.933401613,0.053186743,0.331277838,1.274196604
Nrarp,32.18757515,-0.473446226,0.720242069,0.298771533,-1.584643025,0.113047464,0.485136569,0.946739176
Nras,424.7480996,-0.287642737,0.819239546,0.156176652,-1.841778092,0.065507616,0.372712447,1.183708205
Nrbp2,1053.311689,0.413014838,1.331465308,0.192241244,2.148419505,0.031680445,0.248020954,1.499208727
Nrg1,42.55717025,-0.712600429,0.610219239,0.27838767,-2.559741343,0.010475009,0.12471273,1.979845595
Nrm,36.84006922,-0.916397259,0.529830478,0.272875957,-3.358292424,0.000784256,0.021478657,3.10554215
Nrn1,2409.708286,0.512339573,1.426361406,0.132509623,3.866432943,0.000110439,0.00479357,3.956877534
Nrxn2,53.59458696,-0.428823226,0.742867479,0.270572747,-1.584872202,0.112995373,0.485136569,0.94693934
Nsmce4a,593.9360328,0.264228175,1.20099336,0.167205671,1.58025845,0.114047691,0.487232201,0.942913503
Nsmf,1050.203332,0.325192342,1.252831457,0.155979121,2.084845332,0.037083342,0.271186551,1.430821134
Nt5c,298.1268382,-0.425740125,0.744456716,0.17329704,-2.45670743,0.014021683,0.149233272,1.853199856
Nt5dc3,393.4868257,0.498469646,1.412714216,0.16674924,2.989336844,0.002795837,0.052160349,2.553488152
Ntf3,34.99713291,-0.625226946,0.648317784,0.294203547,-2.125150944,0.03357402,0.257776855,1.473996655
Nucb2,139.851033,-0.697414935,0.616676197,0.239402168,-2.91315213,0.003578002,0.060959799,2.446359421
Nudt12,378.6925661,0.42775139,1.34513539,0.158550761,2.697882927,0.006978198,0.095545902,2.156256712
Nudt2,94.1185768,-0.406610761,0.754393546,0.211551859,-1.922038234,0.054600947,0.334950081,1.262799825
Nudt7,754.9115177,0.494102978,1.408444757,0.185625561,2.661826185,0.0077718,0.102560433,2.109478384
Nuf2,24.83877332,-0.494760253,0.709679603,0.2983362,-1.658398323,0.097237095,0.452753338,1.012168024
Numb,597.2177128,0.372963919,1.295010611,0.149006038,2.503012127,0.012314132,0.136644039,1.909596195
Numbl,71.10386745,-0.635860951,0.643556647,0.246712123,-2.577339714,0.009956405,0.121234426,2.001897446
Nup133,125.5761469,-0.325978526,0.797757114,0.200736166,-1.623915273,0.104393893,0.468720867,0.981324907
Nup205,173.8957669,-0.342281284,0.788793034,0.196984203,-1.737607779,0.082279948,0.417599532,1.084705991
Nup62,213.697523,-0.322488371,0.799689377,0.18749626,-1.719972283,0.08543748,0.425667006,1.06835157
Nupl2,127.2337237,0.351590684,1.275966705,0.222229809,1.582104061,0.113625817,0.485865288,0.944522981
Nupr1,47.72136931,-1.232720324,0.425514346,0.264656644,-4.657809851,3.20E-06,0.000295226,5.494850022
Nupr1l,11.6594503,0.469050788,1.384198444,0.29894483,1.56902124,0.11664299,0.492529687,0.933141356
Nxt2,239.8718734,0.304174758,1.234712162,0.178817095,1.701038474,0.088935763,0.432941705,1.050923565
Oas1c,30.95633461,-0.624499995,0.648644544,0.278414238,-2.243060551,0.02489291,0.214055543,1.603924331
