Gene,baseMean,log2_FoldChange,FC,lfcSE,stat,pvalue,padj,minus_log10_pvalue
Kat6a,422.4139303,0.252360992,1.191154864,0.160019878,1.577060267,0.114781658,0.488894774,0.940127506
Katnb1,56.76918307,-0.411257467,0.751967666,0.251402987,-1.635849564,0.101871076,0.462471043,0.991949107
Kcna2,122.9938308,1.26361796,2.400970969,0.236999556,5.331731332,9.73E-08,1.94E-05,7.01188716
Kcnab2,78.25241251,-0.806537242,0.571752533,0.260889103,-3.091494559,0.001991516,0.040809965,2.7008162
Kcnb1,96.91519785,0.700373711,1.624925654,0.231925653,3.019819941,0.00252925,0.048551432,2.597008241
Kcnc3,199.567781,0.714836039,1.641296676,0.181291572,3.943018589,8.05E-05,0.003788859,4.09420412
Kcne3,24.54011556,-0.705003675,0.613440926,0.299610785,-2.353065079,0.018619375,0.178782427,1.730034901
Kcnj16,10.47649287,0.645832665,1.564642074,0.290017152,2.226877479,0.025955463,0.22037544,1.58577122
Kcnj8,103.4074523,-0.477359984,0.718290837,0.215736704,-2.212697116,0.026918534,0.224637373,1.569948596
Kcnk1,16.69733803,-0.724144423,0.605355939,0.297730173,-2.432217118,0.015006709,0.156327028,1.823714539
Kcnk5,662.2612738,0.724868457,1.652749934,0.233565582,3.103490034,0.001912527,0.039748785,2.718392425
Kcnn4,24.3406666,-0.495483466,0.709323934,0.295839784,-1.674837169,0.093966184,0.445840659,1.02702841
Kctd17,190.7411059,-0.368579981,0.774544492,0.20263906,-1.81889899,0.068926842,0.3824241,1.161611619
Kdelr3,20.38811292,-0.845813641,0.556396928,0.29648046,-2.852847848,0.004332936,0.069813888,2.363217726
Kdm1b,360.5862549,0.497540843,1.411805007,0.192707828,2.581840331,0.009827504,0.120321343,2.007556771
Kdm5b,353.3525168,0.326610377,1.254063479,0.175939513,1.856378769,0.063399589,0.36525605,1.197913558
Kdm7a,341.6055891,0.389322606,1.309778275,0.201941855,1.927894575,0.053868241,0.33290689,1.268667206
Kdr,1126.164692,0.315698093,1.244613753,0.190581199,1.656501769,0.097620247,0.453488159,1.010460098
Kdsr,328.8813749,0.285487177,1.218821773,0.176255561,1.619734301,0.105289365,0.470118118,0.977615494
Khdrbs3,356.6238415,0.495290787,1.409604844,0.173100779,2.861285721,0.004219266,0.068327481,2.374763094
Khk,3487.074517,0.545221244,1.459244109,0.173675308,3.139313534,0.001693442,0.036740209,2.771229673
Kif1b,3039.609399,0.30085154,1.231871301,0.171419506,1.755060124,0.079249024,0.409763694,1.101006078
Kif21a,1017.721306,0.366949219,1.289622857,0.166009175,2.210415289,0.027076354,0.225389008,1.567409817
Kif3a,119.7128168,-0.580596682,0.668687159,0.220293031,-2.635565365,0.008399725,0.108540802,2.075734932
Kif4,51.89304677,-0.487104202,0.71345572,0.299492385,-1.626432678,0.103857644,0.467272769,0.983561534
Kif5a,24.06978263,0.699834452,1.624318393,0.287714283,2.432393846,0.014999388,0.156327028,1.823926461
Kifc2,78.14535663,0.382495222,1.303594547,0.239673645,1.595900214,0.110511074,0.480487841,0.9565942
Kifc3,619.5905785,-0.596973211,0.661139579,0.167793375,-3.557787724,0.000373991,0.012237189,3.427138849
Kirrel,172.6898752,-0.431918292,0.741275486,0.22390193,-1.929051224,0.053724503,0.33290689,1.269827593
Kit,159.2879954,0.466783758,1.382025042,0.199427636,2.340617212,0.019251894,0.182220576,1.715526538
Klb,550.1154864,0.300236481,1.231346235,0.165872492,1.810043828,0.070288991,0.386786464,1.153112691
Klc2,139.8800806,-0.350242755,0.784452091,0.216000464,-1.621490756,0.104912431,0.469394577,0.97917305
Klc3,22.6452552,-0.93791014,0.521988475,0.296821204,-3.159848849,0.00157851,0.034850116,2.801752662
Klf12,174.7164394,0.496582992,1.410867976,0.200650931,2.474860145,0.013328836,0.143899556,1.875207776
Klf15,2566.734543,0.392146959,1.312344928,0.20410197,1.92132863,0.05469029,0.335046947,1.262089774
Klf2,334.3958797,0.43182169,1.348935802,0.19572558,2.206260878,0.027365739,0.226615311,1.562792819
Klf9,2767.652361,0.363344695,1.2864048,0.198414645,1.831239295,0.067064834,0.377311899,1.173505146
Klhl11,36.11404868,0.451605491,1.367561289,0.286706688,1.575148088,0.115222266,0.489627486,0.938463588
Klhl22,172.8742083,0.314055448,1.243197449,0.20113838,1.561389962,0.118431769,0.49567327,0.926531784
Klhl24,732.1776847,0.303113254,1.233804022,0.170662765,1.776094828,0.075717289,0.400671434,1.120804944
Klhl7,217.2568729,0.599057098,1.514726264,0.205496211,2.915173449,0.003554909,0.060846179,2.449171512
Kmo,2970.455845,0.563334965,1.477681111,0.15160376,3.715837681,0.000202532,0.007669156,3.693506349
Kmt2c,641.9508178,0.333335561,1.259922995,0.210583881,1.582911089,0.113441731,0.485365472,0.945227155
Kng1,27875.50812,0.280329342,1.214472095,0.176496122,1.58830312,0.112217812,0.483951167,0.949938203
Krt18,4196.432866,-0.329254588,0.795947628,0.135494573,-2.430020488,0.015097969,0.157021342,1.821081471
Krt19,51.17548754,-0.876983023,0.544504915,0.2811981,-3.118737366,0.001816278,0.038629201,2.740817677
Krt23,123.3229365,1.357590116,2.562567693,0.262412739,5.173491649,2.30E-07,3.96E-05,6.638272164
Krt7,27.44997246,-1.007729468,0.497328334,0.28775451,-3.502045782,0.0004617,0.014405274,3.335640125
Krt8,4000.444896,-0.442835768,0.735687116,0.148429624,-2.983472948,0.002849972,0.052861186,2.545159407
Krtcap2,345.5239612,-0.260146164,0.835003318,0.165817054,-1.568874604,0.11667716,0.492529687,0.93301415
Kynu,1232.78402,0.609548382,1.525781507,0.205416241,2.967381646,0.003003479,0.054831752,2.5223754
L2hgdh,469.1709598,0.517661128,1.431632428,0.157192446,3.293167963,0.000990653,0.025080357,3.004078441
Lactb2,1056.290863,0.432614736,1.349677513,0.177639986,2.435345475,0.014877578,0.155872551,1.827467764
Lad1,86.70858504,-0.466978566,0.723478191,0.280216108,-1.666494371,0.095614988,0.448840759,1.019474025
Lair1,172.8564219,-0.539148425,0.688176997,0.211966096,-2.543559725,0.01097293,0.127644079,1.959677391
Lama2,96.76934841,-0.490745547,0.711657237,0.240014314,-2.044651164,0.040889261,0.287803566,1.388390738
Lama5,258.9167627,-0.812295241,0.569475136,0.245915763,-3.303144255,0.000956072,0.024449767,3.019509401
Lamb1,392.3848276,-0.342469781,0.78868998,0.215966449,-1.58575456,0.112794997,0.48480194,0.947710163
Lamb2,213.4762921,-0.544643356,0.685560857,0.228231436,-2.386364323,0.017015885,0.16871772,1.769145458
Lamb3,158.1820082,0.638367381,1.556566681,0.273967626,2.330083268,0.019801751,0.184850138,1.703296405
Lamc1,751.3063683,-0.596172654,0.66150655,0.209716014,-2.842761707,0.00447245,0.071036101,2.349454506
Lamc2,55.60127616,-0.885719397,0.541217578,0.272217565,-3.253718759,0.00113905,0.027678971,2.943457212
Lamc3,194.895563,-0.802996378,0.573157532,0.207233922,-3.874830773,0.000106699,0.004684032,3.971839651
Lamp1,13927.60755,-0.258533177,0.835937405,0.140591388,-1.838897674,0.065930238,0.374592951,1.180915357
Lamp2,6781.079252,0.311500876,1.240998074,0.147081164,2.117884213,0.034184875,0.260047363,1.466166004
Lancl1,282.0416613,-0.29812965,0.813306106,0.174142034,-1.711991312,0.08689827,0.42781976,1.06098887
Lap3,2703.851598,0.499756268,1.413974662,0.130140601,3.840125715,0.000122971,0.005265896,3.910197295
Laptm5,2115.192877,-0.684397728,0.622265546,0.205338013,-3.333029848,0.000859057,0.022790914,3.065978019
Large,165.3003767,-0.644848261,0.639560055,0.197821437,-3.259749155,0.001115108,0.027312652,2.952683068
Lasp1,1751.439184,-0.514404103,0.700082038,0.167912737,-3.063520446,0.002187493,0.043890869,2.660053328
Lat2,86.20788627,-1.482236518,0.3579335,0.248187135,-5.972253629,2.34E-09,8.87E-07,8.630784143
Lbh,504.5927242,-0.361036394,0.77860505,0.204797376,-1.7628956,0.077918099,0.40574803,1.108361652
Lcat,6332.357664,0.390328045,1.3106914,0.155215307,2.514752266,0.011911605,0.134042322,1.924029717
Lclat1,983.6031369,0.429443791,1.346714271,0.144138081,2.979391626,0.002888214,0.05333791,2.539370631
Lcn2,10091.55204,-1.22517951,0.427744287,0.299355869,-4.092719198,4.26E-05,0.002335011,4.370590401
Lcp1,1912.119329,-0.373812101,0.771740594,0.164335113,-2.274694031,0.022924291,0.204220903,1.639704087
Ldhb,59.53212291,-0.534683323,0.690310186,0.244444291,-2.18734224,0.028717549,0.234162714,1.541852629
Ldhd,883.3222061,0.31317646,1.242440239,0.13530377,2.314617399,0.02063388,0.18984062,1.6854191
Ldlr,988.0520065,0.573888117,1.488529813,0.224939299,2.551302143,0.010732124,0.125991386,1.969314318
Leap2,184.8229571,0.757561893,1.690631098,0.193819878,3.908587184,9.28E-05,0.004231067,4.032452024
Lect2,1061.419725,-0.475287963,0.719323198,0.220123831,-2.159184496,0.030835856,0.244255967,1.510943991
Leng8,1314.641912,0.31330724,1.242552871,0.180655019,1.734284723,0.082867577,0.419133233,1.081615359
Lepr,611.1595512,1.053508651,2.075571528,0.299324289,3.519623,0.000432161,0.013787004,3.364354428
Lgals1,557.4527028,-0.907020615,0.53328527,0.299295505,-3.030518666,0.002441341,0.047550372,2.612371555
Lgals3,2672.845881,-1.365428296,0.388119199,0.219183746,-6.229605624,4.68E-10,2.13E-07,9.329754147
Lgals4,94.35779488,0.46448037,1.379820281,0.226214443,2.053274599,0.040045953,0.284292032,1.397441367
Lgals8,2048.81981,0.276519359,1.211269053,0.167434094,1.651511662,0.098634142,0.454728272,1.005972729
Lgals9,5662.648908,0.468156279,1.38334047,0.151588802,3.088330225,0.002012847,0.041097498,2.696189235
Lgalsl,397.9386764,0.40368623,1.322883696,0.211317703,1.910328495,0.056090931,0.338428545,1.251107351
Lgmn,4926.005712,-0.3180531,0.802151642,0.202615968,-1.56973363,0.116477094,0.4923366,0.933759473
Lgr4,498.9576899,0.342609128,1.268047799,0.19182744,1.786027731,0.074094768,0.396113673,1.130212457
Lhfp,342.0909253,-0.576866051,0.670418539,0.192937685,-2.989908634,0.002790609,0.052139037,2.554301009
Lhfpl2,245.924766,-0.486255959,0.713875325,0.195764347,-2.483884159,0.012995808,0.14173908,1.886196714
Lifr,1533.276292,0.352834443,1.2770672,0.166329043,2.121303875,0.033896238,0.25868793,1.4698485
Lig1,69.01766766,-0.595781391,0.661685976,0.253396806,-2.351179557,0.018714001,0.17945837,1.727833352
Lilr4b,159.7228629,-0.689700037,0.619982742,0.238636052,-2.890175363,0.00385027,0.06414268,2.414508815
Lilrb4a,181.3552871,-0.439285365,0.737499837,0.208231403,-2.109601911,0.03489266,0.262938767,1.457265921
Lin7a,159.4876142,0.706989776,1.632394524,0.227000294,3.114488376,0.001842642,0.039059729,2.734559034
Lipc,1530.189086,0.840727587,1.790953137,0.207204154,4.057484229,4.96E-05,0.002637495,4.304518324
Lipg,98.83929383,0.794599689,1.734596001,0.273677495,2.903416259,0.003691157,0.062291164,2.432837482
Lman1,2227.916389,0.236791244,1.178368888,0.134754071,1.757210328,0.078881965,0.408492905,1.103022279
Lman2,3060.236764,0.34627583,1.271274722,0.148284881,2.335206574,0.019532632,0.183434108,1.709239232
Lmbrd1,1295.054171,0.31548619,1.244430958,0.143812328,2.193735366,0.02825444,0.231273192,1.548913296
Lmna,1341.98109,-0.501202493,0.70651765,0.170306362,-2.942946385,0.003251047,0.057540378,2.487976752
Lmo4,430.0320257,-0.340103089,0.789984861,0.197249116,-1.724231245,0.084666106,0.424028326,1.072290414
Lonp2,4580.628707,0.576752833,1.491488478,0.155861528,3.700418185,0.000215244,0.007938539,3.667068946
Lox,75.41256905,-1.303000054,0.405282545,0.264727505,-4.922042587,8.56E-07,0.000107149,6.067526235
Loxl2,184.1771108,-1.045161253,0.484590742,0.246068367,-4.247442546,2.16E-05,0.00142229,4.665546249
Loxl3,72.89863955,-0.440962337,0.736643074,0.25267574,-1.745170851,0.080955133,0.415005497,1.091755609
Lpcat3,2594.332522,0.317631291,1.246282641,0.162179111,1.958521597,0.050168839,0.321065476,1.299565949
Lpcat4,27.49016326,-0.681204856,0.623644225,0.284449294,-2.394819995,0.016628527,0.166428727,1.77914622
Lpgat1,2869.943216,0.360170685,1.283577749,0.17612331,2.044991579,0.040855688,0.287803566,1.388747472
Lpin2,6596.119577,0.41060399,1.32924219,0.188524937,2.17798237,0.029407349,0.236761631,1.531544124
Lpl,6261.167962,-0.750418717,0.594431009,0.163703994,-4.583997612,4.56E-06,0.000388079,5.341035157
Lppos,192.75761,0.58513872,1.50018323,0.230249262,2.541327236,0.011043251,0.12822832,1.956903057
Lpxn,88.91726057,-0.588648786,0.664965416,0.248379807,-2.369954277,0.017790285,0.17356409,1.749817094
Lrit1,65.79555214,0.445709612,1.361983865,0.269036246,1.656689829,0.0975822,0.453476496,1.010629395
Lrp12,152.245021,-0.492988856,0.71055151,0.237535134,-2.075435524,0.037946189,0.274352019,1.420831835
Lrp6,1269.394115,0.299297807,1.230545333,0.151118797,1.980546514,0.047642152,0.311935097,1.32200863
Lrpprc,1561.06492,0.309275898,1.239085635,0.149907839,2.063106902,0.039102473,0.280350961,1.407795775
Lrrc16a,107.8489508,-0.468224528,0.72285364,0.225411365,-2.077200183,0.037783087,0.273742593,1.422702562
Lrrc27,34.59214186,-1.023334877,0.4919778,0.298394646,-3.429467954,0.000604766,0.017539584,3.218412633
Lrrc39,25.40323129,-0.590343107,0.664184929,0.295443614,-1.998158293,0.045699502,0.305966075,1.340088533
Lrrc49,11.2508343,-0.528781784,0.693139776,0.298982838,-1.768602463,0.07696024,0.403143491,1.113733587
Lrrc75a,26.95197707,-0.532610009,0.691302952,0.291556257,-1.826782986,0.067732405,0.378927322,1.169203503
Lrrc8e,14.68706022,-0.586683073,0.665872067,0.298689694,-1.964189209,0.049508154,0.318434249,1.305323267
Lrrn1,11.30847471,-0.578512337,0.669653948,0.296679498,-1.949957247,0.051181215,0.323488601,1.290889409
Lrtm2,214.4669463,-1.95389093,0.258119147,0.262819375,-7.4343489,1.05E-13,1.22E-10,12.9788107
Lsm4,320.6135029,-0.420400216,0.747217311,0.177087111,-2.373974103,0.017597785,0.172686689,1.754541993
Lsp1,179.5143015,-0.74191476,0.597945226,0.217131374,-3.416893407,0.000633401,0.018204565,3.198321255
Ltbp2,98.3282936,-1.134028008,0.455641795,0.286326714,-3.960608471,7.48E-05,0.003546468,4.126098402
Ltbp4,1004.322452,0.411248948,1.329836562,0.160556115,2.56140321,0.010425029,0.124561943,1.981922728
Ltbr,1962.157531,-0.247358011,0.842437749,0.130970159,-1.888659316,0.058937493,0.349327149,1.229608341
Ltf,15.19149527,0.516354982,1.430336884,0.290988242,1.774487447,0.075982557,0.400706221,1.119286095
Luc7l2,1358.365172,0.345845941,1.270895969,0.189804044,1.822121037,0.068436622,0.381362331,1.164711435
Lum,419.5814706,-0.748488427,0.595226875,0.182077424,-4.110824994,3.94E-05,0.002196942,4.404503778
Lxn,25.38231126,-0.733608025,0.601398,0.296584783,-2.473518758,0.013378978,0.144318799,1.87357706
Ly6a,186.5879569,0.553110894,1.467246121,0.187513335,2.949714985,0.003180672,0.057006398,2.497481114
Ly6d,1913.910293,-1.230149932,0.426273143,0.216874154,-5.672183199,1.41E-08,3.96E-06,7.850780887
Ly9,283.1909696,-0.358654809,0.779891424,0.204034653,-1.757813209,0.078779297,0.408161839,1.103587899
Lynx1,61.38268544,-0.64968855,0.637417905,0.252379836,-2.574249034,0.010045794,0.122024246,1.998015732
Lyrm5,656.7512243,0.439394761,1.356035324,0.189950608,2.313205339,0.020711352,0.190142133,1.68379155
Lyrm7,29.04509933,0.537876256,1.451833747,0.297335775,1.808986005,0.070453178,0.387189061,1.152099412
Lysmd2,23.38195745,-0.500207719,0.707004979,0.294477448,-1.698628275,0.089389245,0.434385438,1.048714731
Lysmd3,197.3923494,0.432371617,1.349450088,0.215381813,2.007465771,0.044700092,0.301991052,1.349691583
Lyz2,7289.03488,-0.694968374,0.61772286,0.195262122,-3.559156109,0.000372048,0.012236363,3.429401026
Lzts2,261.4712388,-0.31970292,0.801234851,0.192061222,-1.664588602,0.095994861,0.449537769,1.017752016
Macrod1,435.0993841,0.650739138,1.569972336,0.181820693,3.579015835,0.000344891,0.01158197,3.462318138
Maged2,125.0471005,-0.642714299,0.64050676,0.218048009,-2.947581601,0.003202702,0.057240451,2.494483469
Magi1,508.5643005,-0.256033567,0.837387004,0.164477048,-1.556652257,0.11955307,0.498241908,0.922439267
Magix,156.2276648,0.580925783,1.495808807,0.233359665,2.489401001,0.012795855,0.140402326,1.89293069
Mal,34.88477605,-0.707071295,0.612562394,0.279304468,-2.531543087,0.011356186,0.130086441,1.944767503
Malat1,15256.06246,0.370267876,1.292592814,0.204507049,1.810538451,0.070212327,0.386698104,1.153586633
Malsu1,186.5277101,0.330267573,1.257246531,0.181227467,1.822392481,0.068395455,0.381362331,1.164972757
Man1a,2604.98607,0.388720608,1.309231853,0.171313981,2.269053609,0.023265066,0.20588454,1.633295711
Man1c1,249.105295,-0.583608969,0.667292425,0.217959747,-2.677599771,0.007415176,0.099605333,2.129878536
Manba,441.6966485,-0.517175833,0.69873832,0.178419544,-2.898650116,0.003747729,0.062730376,2.426231821
Manf,456.3997702,-0.580614531,0.668678886,0.196431615,-2.955809991,0.003118491,0.056410937,2.506055505
Maoa,171.4636043,-0.338868717,0.790661062,0.197731899,-1.713778705,0.086569376,0.427222584,1.062635713
Maob,2206.3448,0.664078882,1.584556258,0.158740275,4.183430332,2.87E-05,0.001728412,4.542118103
Map1lc3a,842.3219189,0.308500493,1.238419844,0.142993503,2.157444124,0.030971076,0.244731085,1.509043706
Map1s,161.1279722,-0.548819122,0.683579425,0.206808054,-2.653760873,0.007960021,0.104248265,2.099085787
Map2k6,118.0922639,0.57992398,1.494770482,0.279975312,2.0713397,0.038327062,0.276792097,1.416494471
Map3k12,27.40051778,-0.586679234,0.665873839,0.281522429,-2.083952022,0.037164532,0.271313838,1.429871332
Map3k13,491.5794792,0.553411911,1.467552293,0.249889447,2.214626983,0.026785678,0.224286117,1.572097356
Map3k14,94.61033454,-0.380579229,0.768129132,0.244019762,-1.559624621,0.118848615,0.496513282,0.925005875
Map4,898.4014031,-0.256071779,0.837364825,0.155580243,-1.645914507,0.099781362,0.457860466,1.000950572
Map4k1,39.51850508,-0.48833346,0.712848074,0.286001196,-1.707452514,0.087737977,0.429303804,1.056812383
Map4k2,273.0754928,0.449294256,1.365372174,0.171249112,2.623629702,0.008699831,0.110384658,2.060489184
Map7d1,1072.059316,-0.300379437,0.812038798,0.171973101,-1.746665229,0.080695425,0.414388056,1.093151087
Mapk1,1124.693657,0.221497457,1.165943158,0.131602317,1.683081736,0.09235927,0.441758188,1.034519508
Mapk13,15.88259365,-0.64714694,0.63854184,0.299481762,-2.160889316,0.03070389,0.243512955,1.512806599
Mapk15,55.54189772,0.734264,1.663548584,0.266939911,2.750671477,0.005947326,0.084892417,2.225678255
Mapk1ip1l,565.850313,0.270354832,1.206104433,0.169995982,1.590360132,0.111753651,0.483255963,0.95173828
Mapk3,754.1224631,-0.481386981,0.716288666,0.15869475,-3.03341466,0.002418031,0.047181181,2.616538136
Mapk7,98.8622094,-0.386266478,0.76510705,0.240248434,-1.60777938,0.107883506,0.47505225,0.967044948
Mapk8ip1,79.32156433,-0.851885451,0.554060164,0.245768011,-3.466217793,0.000527836,0.015811524,3.277500993
Mapkapk2,2194.022864,0.286934683,1.220045273,0.169753121,1.690305795,0.090969467,0.4392211,1.04110435
Mapkapk3,99.36369851,-0.501774813,0.706237428,0.231612152,-2.166444246,0.030277256,0.24148004,1.518883487
Mapre3,1000.250562,0.321542061,1.249665572,0.188049558,1.709879373,0.087288181,0.428087811,1.059044557
Mar-01,7297.322273,0.510559192,1.424602268,0.126428733,4.038316122,5.38E-05,0.002792702,4.269217724
Mar-05,1601.982376,0.239173079,1.180315936,0.148843465,1.606876591,0.108081443,0.475209492,0.966248866
Mar-06,2692.29886,0.283208676,1.216898362,0.152300125,1.859543286,0.06295017,0.364146471,1.201003093
Mar-09,23.17735262,-0.742062271,0.597884091,0.294243511,-2.521932488,0.011671211,0.132270264,1.932884079
Marcks,720.0616441,-0.429475679,0.742531596,0.171757465,-2.500477512,0.012402601,0.137288926,1.906487228
Mark1,48.76618922,-0.571549353,0.67289376,0.271342984,-2.106372329,0.035172023,0.263771227,1.453802652
Masp2,2876.155201,0.382555284,1.303648819,0.157726525,2.425434045,0.015290094,0.15824565,1.815589845
Mast2,530.9626213,-0.298286443,0.81321772,0.154797212,-1.926949717,0.053985897,0.33290689,1.267719678
Mastl,28.92770376,-0.493657824,0.710222109,0.299466817,-1.648455842,0.099259165,0.456449083,1.003229383
Mat1a,118812.2756,0.282957677,1.216686665,0.130662354,2.165563898,0.030344528,0.241563641,1.517919613
Matk,57.67948117,-0.712807665,0.61013159,0.276990699,-2.573399279,0.010070495,0.122157406,1.996949182
Matn2,136.5086792,-0.70127104,0.615030115,0.24593034,-2.851502752,0.004351311,0.070021537,2.361379875
Mau2,564.9504165,0.259697777,1.197227877,0.159526768,1.627926028,0.103540572,0.466797348,0.98488944
Mb21d2,296.9215556,0.428068077,1.345430695,0.163706237,2.614855031,0.008926533,0.112228072,2.049317185
Mbd1,523.8793608,0.381097265,1.302331989,0.212915698,1.789897449,0.073470399,0.394760321,1.133887602
Mbd3,674.2302955,-0.342639953,0.788596956,0.157997231,-2.1686453,0.030109623,0.240998944,1.521294682
Mbl2,3621.189143,0.367153465,1.289805444,0.158083364,2.322530688,0.020204378,0.187793641,1.694554515
Mboat1,11.93115062,-0.768260629,0.58712491,0.297169202,-2.585263293,0.009730466,0.119550665,2.011866361
Mbp,77.20178418,-0.795866747,0.57599702,0.237442689,-3.351826717,0.000802803,0.021750664,3.095391013
Mcam,182.4626675,-0.386490237,0.764988393,0.201608614,-1.917032366,0.05523382,0.336599224,1.25779492
Mcc,317.0932536,0.713921549,1.640256626,0.241551273,2.955569393,0.003120925,0.056410937,2.505716668
Mccc1,561.1541826,0.398195877,1.317858867,0.193412122,2.058794829,0.039513897,0.28185402,1.403250137
Mccc2,745.203689,0.663936637,1.584400033,0.146429432,4.534174772,5.78E-06,0.000467062,5.238072162
Mcee,398.3825851,0.255738175,1.193946486,0.156420712,1.63493805,0.102062035,0.46299809,0.991135777
Mcf2l,11.61855316,-0.588594275,0.664990541,0.298575314,-1.971342731,0.048684687,0.315341113,1.312607618
Mcm2,118.6171417,-0.478630979,0.717658311,0.241338373,-1.983236125,0.047341061,0.311241254,1.324762013
Mcm6,127.9356532,-0.507335739,0.703520448,0.228363296,-2.22161682,0.026309212,0.221617835,1.579892159
Mcu,264.2530113,0.442343459,1.358809735,0.162203623,2.727087424,0.006389611,0.089700575,2.194525581
Mcur1,768.4007243,0.314257688,1.243371735,0.145109098,2.165664948,0.030336799,0.241563641,1.518030246
Mdfi,20.34010668,-0.613433273,0.653639342,0.291179843,-2.106716136,0.035142193,0.263771227,1.45417114
Mdh1,6947.676775,0.514307232,1.428308115,0.122801067,4.188133259,2.81E-05,0.001709113,4.55129368
Mdk,23.06551673,-0.655776669,0.634733693,0.291340549,-2.250893913,0.024392257,0.211748025,1.612748013
Me1,696.7096345,0.532789464,1.446723746,0.166170499,3.206281903,0.001344622,0.031541765,2.871399787
Me2,135.2525291,-0.633895545,0.644433972,0.225818265,-2.807104843,0.004998897,0.07603209,2.301125812
Med12l,37.05405069,0.897017472,1.862212192,0.280447468,3.19852227,0.001381339,0.032225343,2.859699726
Mefv,32.06977167,-1.103131594,0.465504947,0.292963565,-3.765422481,0.000166268,0.006651229,3.779191327
Meis3,47.16084367,-0.527228624,0.693886391,0.260651369,-2.022734913,0.043100485,0.297300158,1.365517843
Melk,11.57990104,-0.437050138,0.738643361,0.274314117,-1.593246977,0.111104796,0.481919887,0.954267194
Metrnl,136.311592,-0.412261224,0.751444665,0.237264156,-1.737562182,0.082287988,0.417599532,1.084663556
Mfap2,22.97953898,-0.602924064,0.658418116,0.295884995,-2.037697332,0.041580211,0.291061479,1.381113311
Mfge8,1299.340325,-1.146272159,0.451791127,0.221766622,-5.168821843,2.36E-07,4.01E-05,6.627087997
Mfi2,17.649896,-0.931333535,0.524373421,0.299438646,-3.110264977,0.001869196,0.039215374,2.728345157
Mfn2,2435.761659,0.408221187,1.327048582,0.15273351,2.672767662,0.007522833,0.100600362,2.123618579
Mfsd12,107.8022067,-0.683801774,0.622522646,0.230151159,-2.971098552,0.002967365,0.054250072,2.52762903
Mfsd2a,4419.376486,1.038830848,2.054561973,0.258460123,4.019308036,5.84E-05,0.002979403,4.233587153
Mfsd2b,13.9318517,0.491298319,1.405709341,0.298581563,1.645440913,0.099878918,0.458124049,1.000526171
Mga,375.1511258,0.400540762,1.320002592,0.239339608,1.673524769,0.094224035,0.446654126,1.025838302
Mgat1,944.4189325,-0.272914885,0.827645643,0.161530687,-1.689554418,0.091113233,0.439582594,1.040418543
Mgat3,12.78371255,-0.481981579,0.715993513,0.299569758,-1.608912669,0.107635439,0.474671073,0.968044714
Mgat4b,981.1980629,-0.570812569,0.673237494,0.146814066,-3.887996449,0.000101075,0.004525682,3.99535625
Mgll,5641.556853,0.63749176,1.555622234,0.149227129,4.2719562,1.94E-05,0.001301391,4.71219827
Mgp,57.7635439,-0.502493967,0.705885471,0.270408209,-1.858279265,0.063129367,0.364834412,1.199768565
Mgst3,314.5996331,-0.62630141,0.647835122,0.250478225,-2.500422584,0.012404524,0.137288926,1.906419896
Mia2,656.9758159,0.305190412,1.235581703,0.153552266,1.987534411,0.046863207,0.309430322,1.329167995
Mib1,319.5495953,0.507599277,1.421682469,0.199025291,2.550426001,0.010759136,0.126141951,1.968222603
Mical1,160.6073344,-0.862150581,0.550131882,0.216816159,-3.976412944,7.00E-05,0.003356363,4.15490196
Micall2,130.1322761,-0.69590508,0.617321918,0.253037983,-2.750200081,0.005955889,0.084919658,2.225053405
Misp,15.87954986,-0.729753762,0.603006826,0.299121242,-2.439658775,0.014701141,0.154531513,1.832648957
Mknk2,3203.930994,0.336391425,1.262594547,0.129212555,2.603395811,0.009230532,0.114917871,2.034773268
Mkrn1,549.3176126,-0.27883524,0.824256212,0.162890629,-1.711794237,0.086934594,0.427833536,1.06080737
Mks1,41.20815113,0.502945951,1.417104305,0.274590218,1.831623701,0.067007503,0.37718692,1.173876566
Mkx,10.61127704,0.679828225,1.601949007,0.295047307,2.304132959,0.021215181,0.193514601,1.673353259
Mllt11,15.88567714,-0.471068504,0.721430086,0.298670277,-1.577219231,0.114745089,0.488894774,0.940265893
Mlph,28.5519826,-0.672728991,0.627318932,0.282647857,-2.38009585,0.017308135,0.170986828,1.761749726
Mlxipl,1911.473156,0.425527627,1.343063602,0.161598284,2.633243474,0.00845737,0.108794853,2.072764669
Mlycd,1799.526843,0.393319124,1.31341162,0.136226587,2.887242004,0.003886352,0.064337492,2.410457866
Mmaa,138.4751439,0.358656335,1.282231125,0.212107756,1.690915699,0.090852905,0.438990502,1.041661182
Mmd,2189.835895,0.338120303,1.264108505,0.151906994,2.225837623,0.02602506,0.22037544,1.584608261
Mme,894.4647025,0.333522827,1.260086547,0.205295248,1.62460081,0.104247645,0.46832779,0.981933747
Mmp12,986.7631625,-1.02229704,0.492331844,0.247697693,-4.127196455,3.67E-05,0.002082667,4.435333936
Mmp13,17.75520268,-0.878401511,0.54396981,0.298005582,-2.947600865,0.003202503,0.057240451,2.494510455
Mmp14,1683.739383,-0.509214134,0.702605057,0.154026275,-3.30602123,0.000946309,0.024347728,3.023967029
Mmp15,400.7831581,-0.602375265,0.658668625,0.215552015,-2.794570332,0.005196874,0.07783721,2.284257813
